DATA, 1, 16, 10703.062000
DATA, 1, 16, 9557.827000
DATA, 1, 16, 10782.496000
DATA, 1, 16, 9622.931000
DATA, 1, 16, 10672.376000
DATA, 1, 16, 21822.031000
DATA, 1, 16, 10900.352000
DATA, 1, 16, 10838.737000
DATA, 1, 16, 9702.419000
DATA, 1, 16, 10751.651000
DATA, 1, 1, 11116.198000
DATA, 1, 1, 10564.412000
DATA, 1, 1, 10653.390000
DATA, 1, 1, 10059.745000
DATA, 1, 1, 10098.098000
DATA, 1, 1, 11898.794000
DATA, 1, 1, 9660.020000
DATA, 1, 1, 9670.110000
DATA, 1, 1, 11965.122000
DATA, 1, 1, 11115.699000
DATA, 1, 2, 10291.801000
DATA, 1, 2, 10419.318000
DATA, 1, 2, 10553.898000
DATA, 1, 2, 9816.182000
DATA, 1, 2, 9713.799000
DATA, 1, 2, 9554.719000
DATA, 1, 2, 10707.190000
DATA, 1, 2, 10635.912000
DATA, 1, 2, 10713.350000
DATA, 1, 2, 10279.290000
DATA, 1, 4, 10077.113000
DATA, 1, 4, 10074.840000
DATA, 1, 4, 10099.960000
DATA, 1, 4, 10372.569000
DATA, 1, 4, 9753.307000
DATA, 1, 4, 9860.380000
DATA, 1, 4, 12683.197000
DATA, 1, 4, 10095.291000
DATA, 1, 4, 9368.382000
DATA, 1, 4, 10481.148000
DATA, 1, 8, 9430.379000
DATA, 1, 8, 21969.034000
DATA, 1, 8, 10528.981000
DATA, 1, 8, 9472.660000
DATA, 1, 8, 10655.669000
DATA, 1, 8, 9474.860000
DATA, 1, 8, 10156.414000
DATA, 1, 8, 9502.385000
DATA, 1, 8, 11544.567000
DATA, 1, 8, 10546.864000
