DATA, 1, 32, 10614.276000
DATA, 1, 32, 10706.256000
DATA, 1, 32, 11153.171000
DATA, 1, 32, 10596.712000
DATA, 1, 32, 10664.962000
DATA, 1, 32, 11177.016000
DATA, 1, 32, 11169.950000
DATA, 1, 32, 10680.877000
DATA, 1, 32, 10989.339000
DATA, 1, 32, 10562.985000
DATA, 1, 2, 11969.595000
DATA, 1, 2, 10871.615000
DATA, 1, 2, 10055.289000
DATA, 1, 2, 10145.675000
DATA, 1, 2, 11308.800000
DATA, 1, 2, 10057.629000
DATA, 1, 2, 11780.869000
DATA, 1, 2, 12002.117000
DATA, 1, 2, 10505.282000
DATA, 1, 2, 9543.801000
DATA, 1, 4, 9685.420000
DATA, 1, 4, 10612.559000
DATA, 1, 4, 11216.760000
DATA, 1, 4, 11050.623000
DATA, 1, 4, 9922.187000
DATA, 1, 4, 10328.834000
DATA, 1, 4, 10980.827000
DATA, 1, 4, 11039.567000
DATA, 1, 4, 10546.830000
DATA, 1, 4, 9829.682000
DATA, 1, 8, 10256.740000
DATA, 1, 8, 11126.602000
DATA, 1, 8, 9989.174000
DATA, 1, 8, 10573.153000
DATA, 1, 8, 10408.321000
DATA, 1, 8, 10097.415000
DATA, 1, 8, 9767.370000
DATA, 1, 8, 10361.979000
DATA, 1, 8, 10351.868000
DATA, 1, 16, 10680.159000
DATA, 1, 16, 11402.004000
DATA, 1, 16, 9968.821000
DATA, 1, 16, 10144.084000
DATA, 1, 16, 10206.739000
DATA, 1, 16, 10331.455000
DATA, 1, 16, 271551.917000
DATA, 1, 16, 10784.691000
DATA, 1, 16, 10138.958000
DATA, 1, 16, 9575.700000
