DATA, 1, 16, 10683.442000
DATA, 1, 16, 10685.853000
DATA, 1, 16, 11065.853000
DATA, 1, 16, 10609.669000
DATA, 1, 16, 10563.698000
DATA, 1, 16, 10870.670000
DATA, 1, 16, 10535.544000
DATA, 1, 16, 10680.607000
DATA, 1, 16, 10827.766000
DATA, 1, 16, 10312.383000
DATA, 1, 1, 10059.099000
DATA, 1, 1, 10920.690000
DATA, 1, 1, 10697.051000
DATA, 1, 1, 10013.023000
DATA, 1, 1, 10083.928000
DATA, 1, 1, 10934.569000
DATA, 1, 1, 10744.721000
DATA, 1, 1, 10737.046000
DATA, 1, 1, 10711.996000
DATA, 1, 1, 10780.120000
DATA, 1, 2, 10260.140000
DATA, 1, 2, 10648.115000
DATA, 1, 2, 10526.293000
DATA, 1, 2, 9716.637000
DATA, 1, 2, 10452.230000
DATA, 1, 2, 10788.078000
DATA, 1, 2, 10507.002000
DATA, 1, 2, 10416.757000
DATA, 1, 2, 10853.993000
DATA, 1, 2, 10528.383000
DATA, 1, 4, 10094.063000
DATA, 1, 4, 10754.041000
DATA, 1, 4, 10037.385000
DATA, 1, 4, 10577.107000
DATA, 1, 4, 11113.749000
DATA, 1, 4, 10781.235000
DATA, 1, 4, 10998.427000
DATA, 1, 4, 10536.614000
DATA, 1, 4, 11266.940000
DATA, 1, 4, 10739.246000
DATA, 1, 8, 10427.807000
DATA, 1, 8, 10357.240000
DATA, 1, 8, 10233.548000
DATA, 1, 8, 10154.316000
DATA, 1, 8, 9949.040000
DATA, 1, 8, 10343.188000
DATA, 1, 8, 11051.384000
DATA, 1, 8, 10685.827000
DATA, 1, 8, 11074.283000
DATA, 1, 8, 9964.101000
